school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist is performing a venipuncture on a patient who is allergic to alcohol. Which of the following is an appropriate antiseptic to use in place of the alcohol?,Sterile water,Antiseptic foam,Chlorhexidine,Saline,,,,C,"For patients with an alcohol allergy, chlorhexidine gluconate (e.g., ChloraPrep or other formulations) is an appropriate and effective antiseptic to use for skin preparation prior to venipuncture. Povidone-iodine is another alternative, but is not listed as an option. Sterile water or saline are not antiseptics and would not provide adequate disinfection. Antiseptic foam is a general term and could contain alcohol.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Anchoring the selected vein for a venipuncture using a winged infusion set serves which of the following purposes?,Eliminates the need for tourniquet,Reduces the pain of needle insertion,Improves vein identification,Minimizes vein movement,,,,D,"Anchoring the vein (by pulling the skin taut below the intended puncture site) stabilizes the vein and prevents it from rolling, which minimizes vein movement during needle insertion. This makes the venipuncture easier and less painful for the patient and reduces the risk of missing the vein. It does not eliminate the need for a tourniquet.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following governing bodies mandates the use of safety features on needles and the immediate disposal as one unit in a biohazard container after use?,CDC,OSHA,HIPAA,CLIA,,,,B,"OSHA (Occupational Safety and Health Administration) mandates the use of safety-engineered needles and the immediate disposal of used needles and sharps (as a single unit) into designated sharps containers to prevent needlestick injuries and the spread of bloodborne pathogens. While the option mentions ""biohazard container,"" it implies a sharps container which is a type of biohazard container, and OSHA is the regulatory body for this.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,In which of the following locations should a phlebotomist directly dispose of a contaminated microscope slide?,Specimen bag,Biohazard bag,Red sharps container,Medical waste container,,,,D,"Contaminated microscope slides, though potentially sharp, are primarily considered regulated medical waste (or biohazardous waste) and should be disposed of in a designated medical waste container. While sharps containers are for items that can puncture, the broader category for such biohazardous items is often the medical waste container, or specifically a biohazard bag within a rigid container.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following is caused by excessive shaking of a tube?,Hemophilia,Hemoconcentration,Hemolysis,Hemostasis,,,,C,"Excessive shaking of a blood collection tube can cause hemolysis, which is the breakdown or rupture of red blood cells. This releases hemoglobin and other intracellular components into the plasma or serum, which can interfere with various laboratory test results. Hemophilia is a bleeding disorder, hemoconcentration is caused by prolonged tourniquet use, and hemostasis is the stopping of bleeding.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,"When a phlebotomist is performing a venipuncture on a patient, which of the following actions is included in aseptic technique?",Disposing of contaminated materials,Performing hand hygiene once daily,Completing quality control procedures,Cleansing skin with sodium hypochlorite,,,,D,"Aseptic technique aims to prevent microbial contamination during procedures. While sodium hypochlorite (bleach) is not used for skin preparation (alcohol or chlorhexidine are common), the act of 'cleansing skin' with an antiseptic is a critical component of aseptic technique for venipuncture to reduce the risk of infection. Disposing of contaminated materials is post-procedure, hand hygiene must be performed more frequently than daily, and quality control is separate from the technique itself.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,"When using the evacuated tube method, which of the following will result in a failed venipuncture if the needle is at a 45Â° angle upon insertion?",The needle will collapse the vein.,The needle will go completely through the vein.,The needle will miss the vein superficially.,The needle will contact the upper wall of the vein.,,,,B,"A 45-degree angle is generally too steep for venipuncture with the evacuated tube method. Inserting at this angle significantly increases the likelihood of the needle going completely through the vein, leading to a failed draw and potential hematoma formation. The appropriate angle is typically 15-30 degrees.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A new medical office and an old medical office are merging and combining all medical equipment into one office. Which of the following blood glucose monitors will new quality control measurement daily?,All blood glucose monitors in use,Blood glucose monitors in use from the new office only,Blood glucose monitors in use from the old medical office only,None of the blood glucose monitors,,,,A,"All blood glucose monitors in use, regardless of whether they came from the ""new"" or ""old"" office, must undergo daily quality control (QC) measurements. QC ensures the accuracy and reliability of the testing devices, which is critical for patient care. It is a continuous requirement for all active equipment.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,"When a serum separation tube (SST) is collected, which of the following actions should the phlebotomist take to ensure optimal test results?",Invert the tube 5 to 8 times and then set for 30 min prior to centrifugation.,Invert the tube 1 to 3 times and then set for 1 hr prior to centrifugation.,Invert the tube 2 to 4 times and then set for 15 min prior to centrifugation.,Invert the tube 8 to 10 times and then set for 2 hr prior to centrifugation.,,,,A,"Serum separator tubes (SSTs) need to be gently inverted 5 to 8 times to mix the clot activator with the blood. After mixing, they must be allowed to clot completely (typically for 20-30 minutes, or as per manufacturer instructions, usually around 30 minutes) before centrifugation. This ensures proper serum separation and accurate test results.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,An adult patient gives implied consent to a phlebotomist when which of the following occurs?,When the patient signs a release for their laboratory results,When the patient signs a document of agreement for a research study,When the patient offers their arm out to the phlebotomist,When the patient's family member nods for the phlebotomist to proceed,,,,C,"Implied consent occurs when a patient's actions indicate their agreement to a procedure. When an adult patient extends their arm and allows the phlebotomist to proceed with the blood draw, this action signifies their implied consent, provided they are conscious and capable. Signing documents or family members nodding would be types of expressed or surrogate consent, not implied.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,How many hours are there in one day?,12,24,36,48,,,,B,There are 24 hours in one day. This is a basic unit of time.,regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following should a phlebotomist anticipate for a patient who has been taking warfarin?,Fasting requirement,Alternate antiseptic required,Increased bleeding time,Specimen placed on ice,,,,C,"Warfarin is an anticoagulant (blood thinner). Patients taking warfarin will have an increased bleeding time, meaning it will take longer for their blood to clot after venipuncture. Phlebotomists should anticipate this and apply pressure for a longer duration to prevent hematoma formation. Fasting, alternate antiseptics, or placing the specimen on ice are not direct considerations related to warfarin's effect on bleeding.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A dialysis patient in the ICU has a shunt placement in the right forearm and an IV placed in the left hand. Which of the following options best describes the optimal site collection of a CBC?,The right antecubital fossa,The right hand,The left antecubital fossa,Capillary collection of the left hand,,,,C,"Blood should never be drawn from an arm with a shunt or an active IV. Since the right forearm has a shunt and the left hand has an IV, the next best option for venipuncture would be the left antecubital fossa, provided it is sufficiently distal to the IV site to avoid diluting the sample with IV fluid, or if the IV can be temporarily turned off and flushed. Capillary collection is also an option if venipuncture sites are exhausted.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Hemoconcentration of a venous blood sample is most often caused when,the site is prepped with povidone iodine.,the tourniquet is in place for more than 2 min.,the specimen is not refrigerated within 30 min.,the needle is removed before the tourniquet.,,,,B,"Hemoconcentration, an increase in the concentration of blood components (e.g., cells, proteins) due to a decrease in plasma volume, is most often caused by leaving the tourniquet on for longer than 1 minute. Prolonged tourniquet application leads to fluid leakage from the vessel into the surrounding tissue.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist is preparing to perform a venipuncture. Which of the following needle positions should the phlebotomist use?,Bevel down at a 30Â° angle,Bevel up at a 45Â° angle,Bevel up at a 30Â° angle,Bevel down at a 45Â° angle,,,,C,"For routine venipuncture, the needle should be inserted with the bevel (the slanted opening) facing up and at an angle between 15 and 30 degrees (the option of 30 degrees is given, which falls within this range). This orientation allows for smooth entry into the vein and minimizes the chance of ""coring"" the vessel or passing through both walls.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following sites is appropriate to prepare for dermal specimen collection on a toddler?,Nondominant dorsal hand,Dominant lateral plantar heel,Nondominant third finger,Dominant antecubital space,,,,C,"For dermal (capillary) specimen collection on a toddler, the nondominant third or fourth finger is typically preferred. These fingers offer sufficient tissue depth, are less prone to injury compared to the thumb, and are easily accessible. Heel sticks are for infants, and dorsal hand veins are for venipuncture.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following accommodations should a phlebotomist make to increase a patient's comfort for venipuncture?,Turn the patient's hand palm down.,Place the patient in a supine position.,Bend the patient's arm at the elbow.,Position the patient's hand at waist level.,,,,B,"Placing the patient in a supine (lying flat) position is recommended to increase comfort and safety during venipuncture, especially for patients prone to fainting or anxiety. This position reduces the risk of injury if the patient loses consciousness. Turning the hand palm down or bending the arm at the elbow are not general comfort measures and can even make vein access harder.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following actions should a phlebotomist take first when a patient refuses a collection procedure?,Explain the importance of the procedure to the patient.,Accept the decision and dismiss the patient.,Document the patient's refusal.,Notify the provider.,,,,A,"When a patient initially refuses a procedure, the phlebotomist's first step should be to gently and clearly explain the importance of the procedure and the potential consequences of refusal. This ensures the patient is fully informed before making a decision. If the patient still refuses after explanation, then documenting and notifying the provider follow. Dismissing the patient immediately is not appropriate.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist should recognize that proper hand hygiene can result in which of the following?,A decrease in the incidence of health care-associated infections,An increase in the accuracy of laboratory results,A decrease in the rejection of laboratory specimens,An increase in the potential sources of pathogens,,,,A,"Proper hand hygiene (handwashing or using alcohol-based rubs) is the most effective measure to reduce the transmission of healthcare-associated infections (HAIs) by minimizing the spread of microorganisms. It does not directly impact laboratory result accuracy, specimen rejection rates, or increase pathogen sources.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,"If a patient's name is not located on the requisition order, which of the following is the next acceptable way to identify the patient in the hospital?",Date of birth,Record number,Address,Social security number,,,,B,"If a patient's name is missing from the requisition, the medical record number (or hospital ID number) is the next most acceptable way to identify the patient in a hospital setting. This unique identifier is linked to all of the patient's information and serves as a reliable backup when other primary identifiers are unavailable or incorrect.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,How many times should an EDTA tube be inverted after blood collection?,5 to 7,2 to 4,1 to 3,8 to 10,,,,D,EDTA (lavender/pink top) tubes contain an anticoagulant that needs to be thoroughly mixed with the blood to prevent clotting. The recommended number of inversions for EDTA tubes is 8 to 10 times to ensure proper anticoagulation without causing hemolysis.,regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,How many minutes are there in one hour?,60,90,120,150,,,,A,There are 60 minutes in one hour. This is a basic unit conversion.,regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist finds a patient who is unresponsive and not breathing. In which of the following positions should the phlebotomist place the patient before initiating CP,Supine,Semi-Fowler's,Prone,Side-lying,,,,A,"Before initiating CPR on an unresponsive and not breathing patient, the patient should be placed in a supine position (lying flat on their back). This position provides a firm surface for chest compressions and allows for proper airway management. Other positions are inappropriate for CPR.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A patient has bilateral scarring on their forearms from past burn injuries and needs a venipuncture procedure. Which of the following veins should the phlebotomist us venipuncture draw?,Axillary,Median cubital,Basilic,Dorsal hand,,,,D,"When both forearms have scarring (such as from burns), the veins in those areas may be compromised or difficult to access, and drawing from them could cause pain or further damage. In such cases, the dorsal hand veins (veins on the back of the hand) are often the next preferred site for venipuncture.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist should instruct a patient to take which of the following actions when providing a sputum specimen?,Collect the stool directly into a sterile container.,Discard the first urine of the day and collect for 24 hr.,Aggressively swab the inside of the cheek.,Take a deep breath and then expectorate.,,,,D,"For a sputum specimen, the patient needs to produce a deep cough to bring up material from the lower respiratory tract, not just saliva. Therefore, instructing them to take a deep breath and then expectorate (cough up and spit out) is the correct instruction. The other options are for different types of specimens (stool, urine) or improper collection techniques.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,There has been a chemical spill in the laboratory. To which of the following should a phlebotomist refer for directions to clean up the spill?,CLIA,OSHA,SDS,CDC,,,,C,"For information on how to clean up a chemical spill, a phlebotomist should refer to the Safety Data Sheet (SDS), formerly known as Material Safety Data Sheets (MSDS). SDS provide detailed information on hazardous chemicals, including first aid measures, handling and storage, and spill cleanup procedures. CLIA, OSHA, and CDC are regulatory bodies, not direct sources of spill cleanup instructions.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Failure to demonstrate proper care that results in an injury to another person is an example of,assault.,battery.,negligence.,fraud.,,,,C,"Failure to demonstrate proper care (or standard of care) that results in injury to another person is legally defined as negligence. This implies a breach of duty where the healthcare professional failed to act as a reasonably prudent person would have in similar circumstances. Assault involves a threat, battery involves harmful touch, and fraud involves deception.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following types of tests is a phlebotomist allowed to perform according to CLIA regulations?,Occult blood detection,Flow cytometry,Genetic molecular,Electrophoresis,,,,A,"Under CLIA (Clinical Laboratory Improvement Amendments) regulations, phlebotomists are typically allowed to perform waived tests, which are simple laboratory examinations and procedures that have an insignificant risk of an erroneous result. Occult blood detection is a common waived test that can be performed by personnel with minimal training. Flow cytometry, genetic molecular tests, and electrophoresis are complex tests requiring higher CLIA certification levels and specialized personnel.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist has entered incorrect information in a patient's paper chart after a venipuncture procedure. Which of the following actions should the phlebotomist takes the error?,Notify the provider about the error.,Ask an administrator to erase the error and input the correct information.,Strike a line through the error and initial.,Erase the error and enter correct information.,,,,C,"When correcting an error in a paper chart, the correct procedure is to draw a single line through the incorrect entry, write the correct information, and then initial and date the correction. This preserves the original entry while making the correction clear and accountable. Erasing or obscuring information is not allowed.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist should identify that a blood spot collection for inborn errors of metabolism requires which of the following?,The newborn must be at least 3 days old.,The circles on the filter paper must be at least half filled.,The first drop of blood immediately following the puncture must be included.,The specimen must be completely dried before the test can be processed.,,,,D,"Blood spot collections for newborn screening (including inborn errors of metabolism like PKU) must be completely air-dried before testing. This allows for proper absorption of the blood into the filter paper and prevents issues with accurate analysis, such as incomplete elution of analytes. The first drop should be wiped away, not included.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist has inadvertently squeezed a patient's puncture site firmly during a capillary procedure. Which of the following complications could result from this acti,Hemostasis,Hemolysis,Homeostasis,Hypobilirubinemia,,,,B,"Excessive squeezing of the puncture site during a capillary procedure can cause hemolysis, which is the rupture of red blood cells. This happens due to the mechanical stress on the fragile blood cells, leading to a release of intracellular components and potentially altering test results. Hemostasis is the stopping of bleeding, and homeostasis is body balance.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following needle gauge ranges should a phlebotomist select when performing a venipuncture for blood donation?,16- to 18-gauge,20- to 22-gauge,23- to 25-gauge,26- to 28-gauge,,,,A,"For blood donation, a larger gauge needle (typically 16- to 18-gauge) is used to allow for rapid blood flow and minimize trauma to red blood cells. This helps to reduce the collection time and maintain the quality of the donated blood. Smaller gauges would make the process too slow.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,A phlebotomist is instructing a patient who has a suspected UTI about urine sample collection. The phlebotomist should instruct the patient to,collect the sample in a clean container.,collect the sample midstream.,collect a first-morning specimen.,collect a 24-hr urine sample.,,,,B,"For a urine sample for culture and sensitivity, particularly when a UTI is suspected, a midstream clean-catch collection is essential. This method involves collecting the urine sample from the middle part of the urine flow after initial urination, reducing contamination from the urethra and external genitalia.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following information should the physician's office provide to a phlebotomist for laboratory specimen collection?,Laboratory accession number,Physician's NPI number,Laboratory requisition form,Physician's encounter form,,,,C,"The laboratory requisition form (or order) provides essential information for the phlebotomist, including the patient's demographics, tests ordered, specimen type, and collection instructions. This form is crucial for accurate specimen collection and processing. Laboratory accession number is assigned by the lab, and NPI numbers are for providers, not typically needed by the phlebotomist during collection.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,"According to the CLSI standard, a phlebotomist must attempt to locate which of the following veins on both arms before considering other veins?",Median cubital vein,Basilic vein,Cephalic vein,Veins on the underside of the wrist,,,,A,"According to CLSI (Clinical and Laboratory Standards Institute) guidelines, the median cubital vein is the first choice for venipuncture due to its typically large size, accessibility, and stability. The cephalic and basilic veins are alternative choices, with the basilic vein being the last choice due to its proximity to nerves and arteries. Veins on the underside of the wrist are generally avoided.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,OSHA is responsible for regulating which of the following?,Immunization schedules,Patient privacy,Accuracy of laboratory results,Universal precautions,,,,D,"OSHA (Occupational Safety and Health Administration) is responsible for regulating workplace safety and health standards, including enforcing universal precautions to protect employees from exposure to bloodborne pathogens and other hazards. Immunization schedules, patient privacy (HIPAA), and accuracy of lab results (CLIA) fall under different regulatory bodies.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following is the first step a phlebotomist should take to prevent the spread of infection?,Wearing gloves for any patient contact,Washing hands with antimicrobial soap and water,Applying antiseptic to the puncture sites prior to venipuncture,Decontaminating the equipment before use,,,,B,"Washing hands with antimicrobial soap and water (or using an alcohol-based hand rub if not visibly soiled) is considered the single most important and first step in preventing the spread of infection in healthcare settings. It significantly reduces the number of microorganisms on the hands, breaking the chain of infection. Wearing gloves, applying antiseptic, or decontaminating equipment are also important but follow hand hygiene.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Exam,,Which of the following is the general concept behind standard precautions?,Ensure that employees receive training regarding workplace hazards.,Provide information about hazardous chemicals to the environment within.,Assume that all body fluids are infected with bloodborne pathogens.,Maintain a workplace that is free of environmental hazards.,,,,C,"Standard precautions are based on the principle that all body fluids (blood, non-intact skin, mucous membranes) should be treated as if they are potentially infectious for bloodborne pathogens, regardless of the patient's known diagnosis. This universal approach to infection control protects healthcare workers and patients. The other options are aspects of safety but not the core concept of standard precautions.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When calculating total blood volume for a full-term, 2-day-old infant, which of the following information should a phlebotomist consider?",Apgar score,Height,Head circumference,Weight,,,,D,"An infant's total blood volume is primarily calculated based on their body weight. Knowing the infant's weight allows for a more accurate estimation of their circulating blood volume, which is crucial for determining safe blood collection limits to prevent iatrogenic anemia. Apgar score relates to birth vitality, height, and head circumference are growth metrics but not directly for blood volume calculation in this context.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When a phlebotomy technician is introducing themselves after entering a patient's room, which of the following tones of voice should the technician use?",Quiet and professional,Loud and authoritative,Assertive and humorous,Commanding and confident,,,,A,"When introducing oneself to a patient, a phlebotomy technician should use a quiet and professional tone of voice. This conveys respect, creates a calm environment, and helps establish rapport, especially in a healthcare setting where patients may be anxious. Loud or authoritative tones can be intimidating.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"Which of the following actions should a phlebotomist take when interacting with a patient who has a ""Contact Precautions"" sign on their door?",Don a gown prior to entering the patient's room and remove it before leaving the room.,Don a face shield prior to entering the patient's room and remove it after leaving the room.,Don a mask prior to entering the patient's room and remove it before leaving the room.,Don gloves after cleaning and evaluating the patient's venipuncture site.,,,,A,"For patients on contact precautions, a gown should be donned prior to entering the patient's room and removed before leaving the room. This prevents the spread of microorganisms via direct or indirect contact. Masks, face shields, and gloves (though gloves are also typically required for contact precautions) are for other types of precautions or specific procedures.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When performing a blood smear, which of the following actions should a phlebotomist take to ensure a quality result?",Hold the two slides at 90Â° to each other when performing the smear.,Allow the blood drop to clot slightly prior to performing the smear.,Hold the slides at 30Â° to each other when performing the smear.,Allow the blood drop to clot completely prior to performing the smear.,,,,C,"When preparing a peripheral blood smear, the two slides should be held at a 30-degree angle to each other. This specific angle helps create the optimal feathered edge, ensuring proper cell distribution and a monolayer for microscopic examination. Holding at 90 degrees or allowing clotting would result in a poor-quality smear.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist should verify that a patient has fasted for how long prior to obtaining a fasting specimen?,8 to 12 hr,1 to 2 hr,4 to 6 hr,24 hr,,,,A,"For most fasting blood tests (e.g., glucose, lipid panel), the patient is required to fast for 8 to 12 hours prior to specimen collection. This ensures that food intake does not interfere with the test results.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following blood collection systems uses interchanging multi-sample tubes that allow a phlebotomist to draw several blood specimens at the same time?,Evacuation system,Hypodermic and syringe system,Winged infusion and syringe system,Lancet microcollection system,,,,A,"The evacuated tube system (also known as the vacuum collection system or Vacutainer system) is designed with multi-sample needles and evacuated tubes (containing vacuum) that allow for the collection of multiple blood specimens from a single venipuncture. Hypodermic/syringe systems and winged infusion sets (butterflies) are used for single draws or specific situations, and lancet microcollection is for capillary draws.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Every state in the U.S. requires that newborns be tested for which of the following disorders?,Septicemia,Bacteremia,Phenylketonuria,Proteinuria,,,,C,"Phenylketonuria (PKU) is one of the metabolic disorders included in the mandatory newborn screening panel in every U.S. state. Early detection of PKU allows for dietary intervention to prevent severe developmental delays. Septicemia, bacteremia, and proteinuria are not part of the universal mandatory newborn screening.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When drawing blood on a preschooler, the phlebotomist should",explain the procedure to the parent and child.,not tell the child when the needle insertion is coming.,obtain a heel stick.,obtain a thumb stick.,,,,A,"When drawing blood from a preschooler, it is important to explain the procedure to both the child and their parent in simple, age-appropriate terms. This helps to alleviate fear, gain cooperation, and empowers the parent to support their child. Not telling the child or using inappropriate collection sites are incorrect practices.",regular,,,
