school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A patient is exhibiting agonal respirations and the family is concerned. Which of the following is the nurse's BEST response?,Scopolamine will help with his breathing.,Let's increase the oxygen to 4 liters per minute.,We will elevate the head of the bed and use a fan.,Breathing pattern changes are part of the normal dying process.,,,,D,Agonal respirations are a normal neurogenic reflex at the end of life and are not uncomfortable for the patient. Educating the family that this is expected and not a sign of suffering is the most appropriate and reassuring response.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A palliative care patient presents to the emergency department with petechiae, ecchymosis, oozing gums, decreased urinary output, and shortness of breath. These symptoms MOST likely indicate",leukopenia,deep vein thrombosis,disseminated intravascular coagulation,acute onset pulmonary embolism,,,,C,"Petechiae, purpura, and oozing with organ dysfunction (renal failure, dyspnea) are the hallmark presentation of disseminated intravascular coagulation (DIC), often triggered by malignancy or sepsis.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A patient with end-stage congestive heart failure is being aggressively treated with multiple cardiac medications. When asked what their goals of care are, they reply I want to stop all of my medication and be allowed to die in peace. Neither the family nor the cardiologist support the patient's decision. Which of the following is the nurse's BEST action?",Contact the patient's social worker,Convene a family conference,Discuss the physician's resistance,Refer the case to the ethics committee,,,,D,"When a capacitated patient's expressed wish to discontinue life-prolonging treatment conflicts with family and physician preferences, an ethics consultation is the most appropriate way to protect patient autonomy and facilitate resolution.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A patient with end-stage cardiac disease declined to create an advance directive. Oxygen needs have increased to 6 liters per minute at rest, and the next hospice certification is in 2 weeks. Which of the following is the BEST action for the hospice team to take?",Assess patient for anemia,Discuss advance directive with the proxy,Discharge for cause from hospice,Reevaluate the goals of care,,,,D,"A sudden increase in oxygen requirement to 6 L at rest signals significant decline. The team must revisit goals of care and prognosis before the next certification period, regardless of advance directive status.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"An alert and oriented patient verbalizes complete understanding and agrees to hospice admission. The patient is exhausted and weak, asking that their spouse signs the admission documents. Which of the following is the MOST appropriate response by the nurse?",A verbal consent is all we need.,It is important that you sign for yourself.,I will come back tomorrow for you to sign the documents.,I know you are tired. I will let your spouse sign.,,,,B,"Medicare requires the patient themselves to sign the election statement if they have decision-making capacity, even if fatigued. Proxy signature is permitted only when the patient lacks capacity.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,What behavior indicates the need for clinician training on positive coping skills?,commemoration of patients who have died,reflection of care given to patients,frequently tardy to patient visits,depersonalization of patients who have died,,,,C,"Frequent tardiness is a behavioral indicator of burnout and ineffective coping mechanisms. Commemoration, reflection, and even temporary depersonalization can be normal grief responses, but persistent lateness suggests the clinician needs support and training.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"An older adult patient taking sustained-release morphine 100 mg every 12 hours has become agitated and confused at night. The patient's partner called the physician, and risperidone 1 mg was ordered orally every hour until the patient falls asleep. The patient received 4 doses. The next morning, the partner is unable to arouse the patient and contacts the primary nurse. Which of the following is the MOST appropriate nursing response?",Educate the partner regarding the role of the on-call nurse,Obtain an order to reduce the morphine dose,Review the medication orders with the physician,Prepare the partner for the patient's imminent death,,,,C,"High-dose risperidone, especially in the elderly, can cause profound sedation, delirium, and extrapyramidal symptoms. The nurse must immediately collaborate with the physician to review and reverse the antipsychotic orders.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A patient's partner confides to the nurse that they have been giving half the ordered dose of sustained-release morphine at night to avoid oversedation, but the patient wakes up each morning in pain. Which of the following is the FIRST step the nurse should take?",Investigate the partner's fear of oversedation,Assess if the partner is still capable of being the caregiver,Add methylphenidate to the pain regimen,Educate the partner on principles of pain management,,,,A,Fear of causing respiratory depression or addiction is the most common reason caregivers under-dose opioids. Exploring and addressing this specific fear is the essential first step before any medication changes.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A bedbound older adult patient is found alone at home. It is evident that medication doses have been missed and the patient is in pain. As the nurse completes the assessment, the patient's daughter arrives. The nurse should FIRST",discuss patient care with the caregiver,notify adult protective services,arrange for a family meeting,contact a social worker,,,,B,Leaving a bedbound patient unattended with missed medications and uncontrolled pain constitutes neglect. Mandatory reporting to Adult Protective Services is required before any other intervention.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A caregiver finds it increasingly difficult to provide the care necessary to maintain their partner at home, where the patient wishes to remain. Which of the following is the nurse's BEST initial action?",Request volunteer services,Arrange for respite care,Increase hospice aide visits,Initiate continuous home care,,,,B,Inpatient respite care (up to 5 days) is specifically designed to give an exhausted caregiver a break while keeping the patient on hospice service and honoring the wish to remain at home as much as possible.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A patient's MOST likely initial reaction to a new terminal diagnosis is,denial,guilt,depression,anger,,,,A,"Denial is the most common and psychologically protective initial response to receiving a life-limiting diagnosis, as described by KÃ¼bler-Ross and decades of clinical observation.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A patient with lung cancer always rates pain more than 5 out of 10. The caregiver states, I do not want to give the morphine, because it will stop their breathing. Which of the following is the nurse's BEST response?",Their pain will escalate without the morphine.,We will discontinue the morphine and try acetaminophen.,The dose being given is standard and safe for lung cancer patients.,Respiratory depression is rare in patients receiving morphine for pain.,,,,D,"The evidence-based, compassionate response directly addresses the caregiver's fear: when opioids are titrated appropriately for pain, clinically significant respiratory depression is extremely rare in opioid-tolerant patients.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Which of the following is considered a core service for a hospice Medicare provider?,physical therapy,hospice aide,bereavement counseling,speech therapy,,,,C,Bereavement counseling provided to the family for up to 13 months after the patient's death is one of the four mandated core services under the Medicare Hospice Benefit.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A hospice patient with advanced dementia is spending more time sleeping and less time eating and drinking. He has had recurrent infections over the past 7 months. His caregiver reports that he has been more restless, has had a temperature, and his breathing is moist. The caregiver is concerned about pneumonia. The nurse's MOST appropriate action is to",call the physician to request an order for intravenous antibiotics,instruct the caregiver to take the patient to the emergency department,obtain an order for blood work and a radiographic study,educate the caregiver on the use of antipyretics and opioids,,,,D,"In advanced dementia, recurrent infections and moist breathing are part of the expected dying process. Comfort measures (fever control with acetaminophen, secretion management with opioids or anticholinergics) align with hospice goals rather than curative antibiotics.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"When accounting for volunteer service hours, a Medicare-certified hospice program should report",volunteer hours provided only to Medicare hospice patients,direct patient care and indirect administrative hours,volunteer coordinator hours and direct patient care hours,hours that paid employees donate for special events,,,,B,Medicare requires documentation of all volunteer hours (both direct patient/family support and administrative/support functions) to meet the regulatory 5% volunteer effort requirement.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"When considering recertification for a hospice patient, which of the following should be taken into account?",Two physicians agree to the patient's need for recertification,The patient is homebound,There is a skilled nursing need,A period of stabilization is not necessarily a reason for discharge,,,,D,A period of clinical stability or slow decline does not automatically disqualify a patient from continued hospice care as long as the prognosis remains six months or less if the disease follows its expected course.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A patient with recurrent breast cancer is experiencing dyspnea and a cough related to pleural effusion. Which of the following will MOST likely relieve the symptoms?,antibiotics,radiation,thoracentesis,oxygen,,,,C,"Thoracentesis directly removes the fluid compressing the lung, providing rapid and often dramatic relief of dyspnea and cough caused by malignant pleural effusion.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"If a patient requires costly palliative treatments, which of the following is the MOST appropriate action for the hospice-admitting nurse to take?",Do not admit the patient until the treatment is completed,Refer the patient to a home health agency,Explain to the patient that these treatments will not be covered,Plan a care conference prior to admission,,,,D,"Expensive treatments unrelated to comfort (e.g., palliative chemotherapy or radiation) require a pre-admission goals-of-care conference to clarify what hospice will cover and how the patient wishes to proceed.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A patient with Stage IV lymphoma reports shortness of breath and hoarseness. The nurse's assessment reveals periorbital edema, jugular vein distention, and trace edema of the right arm. These findings MOST likely indicate",congestive heart failure,cardiac tamponade,jugular vein thrombosis,superior vena cava syndrome,,,,D,"Facial and arm edema, jugular vein distention, and hoarseness are classic signs of superior vena cava syndrome caused by mediastinal tumor compression.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A patient remains unresponsive after a car accident 3 weeks ago. Following multiple family conferences, the medical team is recommending admission to hospice and discontinuation of life support. There is still disagreement among family members in the absence of an advance medical directive. Which of the following referrals is MOST appropriate?",ethics consult,patient advocate,legal advisor,local ombudsman,,,,A,Disagreement about withdrawing life-sustaining treatment in a patient without advance directives is a textbook indication for an ethics committee consultation to facilitate consensus and protect patient best interests.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,An LVN/LPN on the hospice continuous care team has provided care and made changes to the plan of care without collaborating with the supervisory RN on two recent occasions. The RN's MOST appropriate initial course of action is to,have a private conversation with the LVN/LPN to clarify both team members' concerns and actions,discuss the issue immediately to the interdisciplinary team and have them decide on corrective actions,ignore it and monitor if the issue continues to occur again over the next month or so,discuss the issue with the manager of the continuous care team,,,,A,"Scope-of-practice violations and patient safety concerns are first addressed privately and directly with the involved clinician to provide education, understand the situation, and prevent recurrence.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A patient is bedbound and has a Stage II pressure ulcer on the coccyx. Which of the following is the MOST appropriate initial nursing intervention?,Insert an indwelling urinary catheter,Apply hydrocolloid dressings,Begin wet-to-dry dressings three times per day,Use incontinence pads,,,,B,"Stage II pressure ulcers are partial-thickness wounds best managed with moist wound healing; hydrocolloid dressings maintain moisture and promote autolytic debridement, making them the standard of care.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following concepts regarding distraction should a nurse recognize?,"After distraction, analgesic use is usually decreased","After distraction, fatigue is usually decreased","During distraction, pain intensity is usually decreased","During distraction, self-control is usually decreased",,,,C,"Distraction is a cognitive-behavioral technique that works by shifting attention away from the pain stimulus, thereby temporarily reducing perceived pain intensity during the distraction period.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Nursing supervision of a nursing assistant in the home should routinely include evaluation of,efficiency of care,ability to take vital signs,infection control measures,safe driving practices,,,,C,"Infection control practices (hand hygiene, glove use, safe handling of body fluids) are critical patient safety standards that must be consistently evaluated during supervisory visits.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A patient with dementia has become increasingly agitated. Which of the following is the nurse's MOST appropriate initial action?,Reorient the patient to time and place,Increase pain medication,Palpate the patient's bladder,Initiate anxiolytic medication,,,,C,"Pain, constipation, and urinary retention are the most common reversible causes of agitation in dementia. Checking for a distended bladder is a quick, non-pharmacologic first step.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"Within the last week, a terminally ill patient has become restless, forgetful, and incoherent. The caregiver reports that the patient often moans loudly at night, despite the use of morphine. Which of the following should the nurse do FIRST?",Transfer the patient to the inpatient unit,Obtain an order for an anxiolytic,Titrate the morphine to comfort,Evaluate the cause of the confused state,,,,D,"New-onset delirium in a terminally ill patient is a medical emergency requiring systematic evaluation for reversible causes (hypercalcemia, opioid toxicity, infection, urinary retention) before symptomatic treatment.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A new home hospice patient has an infected leg wound requiring daily dressing changes. The family is committed to taking care of the patient at home, but admit to being sleep deprived. The nurse's INITIAL conversation with the family should include a discussion about",the need for in-patient respite,initiating continuous care,placing the patient in a nursing home,promoting self-care activities,,,,D,Preventing caregiver burnout begins with helping the family establish sustainable self-care routines early. Respite and continuous care are later options if self-care strategies fail.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A hospice patient with ovarian cancer complains of a sudden-onset mid-abdominal cramping and severe nausea, which is relieved by vomiting. Which of the following is the MOST likely etiology?",small bowel obstruction,recto-vaginal fistula,gastroenteritis,abdominal bloating,,,,A,"Sudden cramping pain with bilious vomiting relieved by emesis is the classic presentation of malignant small bowel obstruction, common in ovarian cancer with peritoneal carcinomatosis.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"For admission into a hospice program, it is necessary that the patient",give consent for hospice care,identify a primary caregiver,agree to a Do Not Resuscitate status,accept the terminal prognosis,,,,A,The only absolute requirement for hospice admission is that a capacitated patient (or surrogate) consents to comfort-focused care and elects the Medicare Hospice Benefit. DNR and caregiver are preferred but not mandatory.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Which of the following is MOST significant in determining a prognosis and hospice eligibility for a patient with end-stage lung disease?,left heart failure,failed trial of beta-blocker,pCO2 of 35 mm Hg,decline in functional status,,,,D,"Functional decline (bed-to-chair existence, minimal verbal interaction, dependence in ADLs) is the strongest predictor of six-month prognosis in non-malignant pulmonary disease per Medicare local coverage determinations.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Which of the following is the BEST method to assess dyspnea in a patient with end-stage COPD?,Evaluate the patient's respiratory rate,Order a complete blood count,Ask the patient about breathlessness,Check the patient's O2 saturation,,,,C,Dyspnea is a subjective sensation; the gold standard for assessment is simply asking the patient How short of breath are you? or using a validated dyspnea scale.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following is an example of smooth muscle pain frequently reported by hospice patients?,leg cramps,shoulder pain,cervical spine pain,bladder spasms,,,,D,"Bladder spasms, bowel obstruction colic, and esophageal spasms are examples of visceral/smooth muscle pain commonly encountered in advanced illness.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,The primary purpose of a symptom management algorithm is to,support cost containment,provide decision-making guidelines,promote critical thinking,encourage practitioner autonomy,,,,B,"Algorithms provide standardized, evidence-based, step-by-step guidance for managing common symptoms (pain, dyspnea, nausea) to ensure consistent, high-quality care across clinicians.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A dying veteran begins to insist that the enemy is hiding under his bed. Which of the following should be the nurse's INITIAL action?,Reassure and reorient the patient,Place the mattress on the floor,Review the medication profile,Obtain an order for lorazepam,,,,C,"Visual hallucinations and paranoia in a dying patient are frequently caused by medications (opioids, benzodiazepines, steroids) or metabolic disturbances. Reviewing the medication list for potential culprits is the essential first step.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Acetaminophen may be inadvisable in patients with a history of,gastritis,aspirin sensitivity,alcohol abuse,duodenal ulcer,,,,C,"Acetaminophen is hepatotoxic in high doses or in patients with liver compromise, including those with chronic heavy alcohol use or active drinking.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A patient with a stomach tumor describes the abdominal pain as pressure with cramping, and also reports right suprascapular pain. The types of pain described are",visceral and localized,somatic and localized,somatic and referred,visceral and referred,,,,D,"Deep, cramping, poorly localized pressure is visceral pain from the tumor; referred pain to the right shoulder is classic for diaphragmatic irritation from subdiaphragmatic pathology.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A patient with terminal breast cancer is receiving 30 mg of sustained-release morphine every 12 hours. The patient reports sleeping poorly at night due to pain. Which of the following medications should be used?,immediate-release opioid,nighttime sedative,anxiolytic,anti-inflammatory agent,,,,A,Nocturnal breakthrough pain indicates the need for immediate-release opioid coverage in addition to the long-acting baseline medication.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"Due to concern of opioid diversion within the family, the patient has requested a non-pharmacological intervention for pain. Which of the following is the BEST option?",acupuncture,colon cleanse,macrobiotic diet,hydrotherapy,,,,A,"Acupuncture is the only evidence-based, non-pharmacologic pain intervention among the choices that is widely accepted in palliative care guidelines.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,A patient has intractable pain. The continuous IV morphine has been titrated to 100 mg/hour. Which of the following side effects is MOST likely to appear at this dose?,pruritus,nausea,respiratory depression,myoclonus,,,,D,"At very high opioid doses (>200-300 mg morphine equivalent/day), neurotoxicity manifesting as myoclonus, delirium, and hyperalgesia becomes common.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A patient with advanced metastatic breast cancer is referred for palliative care. Upon initial contact, they express anger toward their physician. Which of the following is the nurse's MOST appropriate initial action?",Consult with the social worker for ongoing counseling,Discuss the complaint with the interdisciplinary team,Advocate for the patient to consider changing their physician,Provide validation of the patient's feelings,,,,D,Validating emotions (It makes sense you're angry; anyone would be upsetâ€¦) builds trust and opens the door for further exploration of concerns.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"Dyspnea, hypotension, jugular vein distention, and narrowing pulse pressure should be recognized as requiring emergent palliation for symptoms of",cardiac tamponade,superior vena cava syndrome,pulmonary embolism,congestive heart failure,,,,A,"Beck's triad (hypotension, JVD, muffled heart sounds) plus narrowing pulse pressure is classic for pericardial tamponade, a palliative emergency in cancer patients.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Which of the following represents an appropriate example of the World Health Organization Analgesic Ladder for Cancer Pain Management?,"diazepam, codeine, and morphine","acetaminophen, hydrocodone/ibuprofen, and morphine","acetaminophen, ibuprofen, and methadone","sustained-release morphine, oral morphine, and subcutaneous morphine",,,,B,Step 1: non-opioid (acetaminophen); Step 2: weak opioid + non-opioid (hydrocodone/ibuprofen); Step 3: strong opioid (morphine).,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Which of the following services is covered by Medicare Part A for a hospice patient with end stage renal disease?,primary care physician for renal CT scan,cardiologist for congestive heart failure,endocrinologist for diabetes,orthopedist for hip fracture,,,,D,"Hospice covers treatment of any condition causing pain or symptoms (e.g., hip fracture repair for pain), even if unrelated to the terminal diagnosis.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following is the New York Heart Association classification for a patient with symptoms of heart failure at rest?,I,II,III,IV,,,,D,"The New York Heart Association (NYHA) functional classification defines Class IV heart failure as the presence of symptoms (dyspnea, fatigue, or chest pain) even while at rest or with minimal activity, with patients unable to carry on any physical activity without discomfort and often experiencing symptoms when sitting or lying down; this distinguishes it from Class I (no symptoms with ordinary activity), Class II (symptoms with ordinary activity but comfortable at rest), and Class III (symptoms with less-than-ordinary activity but still comfortable at rest). Symptoms at rest indicate advanced, often refractory heart failure requiring aggressive medical management, device therapy, or palliative care considerations, making Class IV the only correct classification for a patient experiencing heart failure symptoms at rest.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,The MOST desired outcome of an organization's quality improvement plan is to,ensure involvement of all levels of staff in a problem analysis,identify individual performance issues,communicate an organization-wide plan for improvement,realize improvement in identified problem areas,,,,D,"The ultimate goal of any quality improvement initiative is measurable improvement in patient outcomes and processes, not merely planning or identifying problems.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"For admission into a hospice program, it is necessary that the patient",give consent for hospice care,identify a primary caregiver,agree to a Do Not Resuscitate status,accept the terminal prognosis,,,,D,"Medicare Hospice Benefit regulations (42 CFR §418.20) and virtually all hospice admission policies require that the patient (or representative) acknowledge and accept that the illness is terminal with a prognosis of 6 months or less if the disease runs its expected course; this is documented by the signed election statement that explicitly states the patient is choosing palliative rather than curative care. While informed consent for hospice care is obviously required, the patient does not have to personally sign if a surrogate can do so, there is no federal requirement for a primary caregiver to be identified at admission (though it is strongly encouraged), and a Do Not Resuscitate order is not mandatory for admission—only that the patient elects comfort-focused care and forgoes aggressive life-prolonging treatment. Acceptance of the terminal prognosis is the single non-negotiable regulatory and clinical requirement among the options listed.",Regular,,,
