school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,The nurse aide may refuse to complete a task when:,it is time for the next shift.,the nurse aide does not like the task.,the nurse aide is unfamiliar with the equipment.,a charge nurse is available to supervise the task.,,,,C,"Nurse aides must only perform tasks they are trained for to ensure client safety. Refusing due to unfamiliarity allows for proper training. Shift time (A) or dislike (B) are not valid reasons, and supervision (D) should be sought if needed, not used as a refusal basis.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,The nurse aide begins cardiopulmonary resuscitation (CPR) after witnessing a client collapse in the hallway. What is the BEST way CPR?,Position hands for an abdominal thrust,Head tilt-chin lift,Place hand on sternum and push,Give 1 breath,,,,B,"The first step in CPR after ensuring scene safety is to open the airway using head tilt-chin lift to check for breathing. Abdominal thrust (A) is for choking, chest compressions (C) follow after breaths if needed, and breaths (D) come after airway opening.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,Which of the following actions can the nurse aide take to relieve a client's pain?,Position the client in good body alignment,Offer the client pain medication,Take the client for a long walk,"Turn on the room lights, open the curtains",,,,A,"Proper body alignment reduces pressure on muscles and joints, alleviating pain. Offering medication (B) requires a nurse, long walks (C) may worsen pain, and bright lights (D) can increase discomfort.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,The nurse aide is assigned to provide hair care to a client. Which of the following statements is TRUE regarding client hair care?,Female clients with hair loss should wear a head covering,Physical health can affect the condition of the hair,Hair washing is unable to be done by nurse aides,Appearance of hair does not affect emotional well-being,,,,B,"Overall health, including nutrition and hydration, impacts hair quality. Head coverings (A) are optional, aides can wash hair (C), and appearance affects self-esteem (D).",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,A client's dignity and respect are maintained by referring to the client by:,room number.,the name the client prefers.,using terms of endearment.,last name only.,,,,B,"Using preferred names honors individuality and promotes person-centered care. Room numbers (A) dehumanize, endearments (C) may be inappropriate, and last names (D) can feel formal or distant.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,Which of the following could be a symptom of a urinary tract infection?,Frequent loose stools,Muscle cramps in the legs,Frequent voiding,Chest pain,,,,C,"Frequent urination (voiding) is a classic UTI symptom due to bladder irritation. Loose stools (A) indicate GI issues, cramps (B) are musculoskeletal, chest pain (D) cardiac.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,The nurse aide maintains a professional relationship with a client by:,discussing the client's condition with the client's family.,giving the client advice regarding medical care.,reporting information about the client's condition to the nurse.,sharing personal information with the client.,,,,C,"Professional boundaries require reporting observations to the nurse, not direct advice (B) or personal sharing (D). Family discussions (A) need permission.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,The nurse aide is caring for a client with oxygen. Guidelines for safe oxygen therapy include:,maintaining a low water level in the humidity bottle.,adjusting the flow rate of the oxygen.,removing the client's face mask or nasal cannula when providing care.,"observing the client's ears, cheeks, and nose for signs of skin irritation.",,,,D,"Oxygen delivery devices can cause skin irritation from pressure or dryness; regular checks prevent complications. Low water (A) risks dryness, adjusting flow (B) is nurse-only, removing device (C) interrupts therapy.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"When caring for a client with a leg brace, the nurse aide SHOULD:",report to the nurse when the brace fits securely.,leave the brace off during recreational time.,apply the brace to the unaffected extremity if asked.,keep the skin and bony areas clean and dry.,,,,D,"Clean, dry skin prevents irritation and infection under braces. Secure fit (A) is good but not the action, off during activity (B) risks injury, wrong extremity (C) is incorrect.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,"When giving mouth care to an unconscious client, the nurse aide SHOULD:",avoid cleaning the client's teeth.,turn the client's head to the side.,give the client sips of mouthwash.,leave the privacy curtain open.,,,,B,"Turning the head prevents aspiration of fluids or secretions. Avoiding cleaning (A) neglects hygiene, mouthwash (C) risks aspiration, open curtain (D) violates privacy.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,Which of the following items SHOULD be kept in the clean utility room?,New specimen containers and personal care supplies,Soiled linen and soiled linen containers,Used bedpans and bedpan brushes,Medications and medical records,,,,A,"Clean utility rooms store sterile items to prevent contamination. Soiled items (B), used equipment (C), and meds/records (D) belong in dirty areas or secure storage.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,The nurse asks the nurse aide to perform a task that the nurse aide has not been trained to do. The nurse aide's BEST response is:,perform the task as requested.,ask another nurse aide to perform the task.,discuss concerns with the nurse.,ask a coworker for suggestions on how to handle it.,,,,C,"Safety requires training; discussing ensures proper delegation and education. Performing untrained (A) risks harm, delegating (B) improper, coworker advice (D) bypasses supervisor.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"""Scope of practice"" refers to:",the act of delegating nursing tasks of routine care.,one's own independent caregiver business.,the range of tasks the nurse aide is legally permitted to do.,the tasks assigned to the nurse aide in a facility.,,,,C,"Scope of practice defines legal boundaries for tasks. Delegation (A) is part, business (B) irrelevant, assignments (D) vary but must fit scope.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,Pressure sores may be prevented by:,moving a client as little as possible.,giving special care to reddened areas.,smoothing the bed linens only when necessary.,keeping the reddened areas moistened.,,,,B,"Early intervention on reddened areas (stage 1) prevents progression. Minimal movement (A) increases risk, infrequent smoothing (C) allows wrinkles, moistening (D) promotes breakdown.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,An example of inappropriate communication with a 75-year-old client would include:,being aware of generational differences.,addressing the client by name.,speaking as if the confused client is a child.,being aware of sensory impairments.,,,,C,"Patronizing language undermines dignity. Awareness (A, D) and naming (B) promote respect.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,"When giving a complete bed bath to a client, the nurse aide SHOULD:",keep the client covered as much as possible.,avoid washing the client's perineal area to prevent embarrassment.,position self on the dominant side of the bed and stay there.,use the same water throughout the bath to shorten the length of the task.,,,,A,"Covering maintains privacy and warmth. Washing perineal (B) is essential, positioning (C) inefficient, same water (D) unhygienic.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"If the nurse aide thinks a client is choking, the FIRST thing the nurse aide should do is:",get the nurse in charge.,try to remove the food from the client's mouth.,ask if the client can speak.,perform the Heimlich maneuver (abdominal thrusts).,,,,C,"Asking if they can speak assesses if it's a complete airway obstruction. Getting nurse (A) delays, manual removal (B) risky, Heimlich (D) for confirmed obstruction.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,A difficult client yells for help immediately after the nurse aide leaves the room. How SHOULD the nurse aide respond?,"Enter the client's room, and ask what the client needs",Answer another client's call signal,ignore the client unless the call signal is used,"Tell the client to stop yelling, and ignore any questions",,,,A,"Responding promptly shows care and de-escalates. Ignoring (C, D) neglects needs, prioritizing others (B) unfair.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,A new nurse aide asks another nurse aide about the importance of the care plan. The nurse aide SHOULD tell the new nurse aide that:,following the care plan is very important.,nurse aides are not involved in the care plan.,the care plan is the same every day.,the care plan does not work well.,,,,A,Care plans guide individualized care; adherence ensures consistency and safety. Others misrepresent involvement and efficacy.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,"A client on intake and output eats 1/2 cup of mashed potatoes, 4 ounces of cranberry juice, 7 ounces of milk, and a hot roast beef sandwich. FLUID intake?",120 mL,280 mL,330 mL,450 mL,,,,C,"4 oz juice = 120 mL, 7 oz milk = 210 mL, total 330 mL. Solids not fluid. 1 oz â‰ˆ 30 mL.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"To prevent the spread of infection, the nurse aide SHOULD:",take extra linen into a client's room.,keep equipment on the bed.,place linen on the floor.,wash hands before and after each task.,,,,D,Hand hygiene is the primary infection control measure. Others increase contamination risk.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,The nurse aide is caring for clients who are using bedpans. When will the nurse aide clean the bedpans?,After every use,Once per shift,Every 4 hours,After meals are finished,,,,A,Cleaning after each use prevents cross-contamination and infection.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"A client states, 'This splint feels different today'. What should the nurse aide do FIRST?",Reposition the splint,Notify the nurse of the statement,Document the statement in notes,Report the statement to the next nurse aide,,,,B,Changes in sensation may indicate complications; notify nurse immediately for assessment.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,What should the nurse aide use to measure the urinary output of a client who has an indwelling urethral catheter?,A graduated container,An emesis basin,A syringe,The catheter bag,,,,A,Graduated containers accurately measure output. Others not precise or appropriate.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,The nurse aide is helping the nurse during group activity therapy for clients with dementia. This type of therapy provides clients an:,avoid conversation.,exercise their minds.,spend time alone.,remain in their room.,,,,B,Group activities stimulate cognitive function and social interaction in dementia care.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,The nurse aide demonstrates good listening skills by:,continuing to perform oral care.,waiting for clients to express thoughts.,interrupting clients when they ask questions.,showing frustration toward clients during activities of daily living.,,,,B,Active listening involves patience and full attention without interruption.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,The MOST common sign or symptom of gastroesophageal reflux disease is:,heartburn.,sweet-smelling breath.,moist cough.,difficulty swallowing.,,,,A,Heartburn (pyrosis) from acid reflux into esophagus is hallmark GERD symptom.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,A client may be dehydrated due to:,a lack of activity.,inadequate fluid intake.,excessive food ingestion.,a salt-free diet.,,,,B,Dehydration results from insufficient fluid replacement. Others not primary causes.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"When the nurse aide is completing a task that requires gloves, the proper procedure for replacing a client's call light before leaving:",remove the gloves and wash hands before placing the call light within the client's reach.,"clean, dry, and store equipment, and then place the call light within the client's reach.",place the call light within the client's reach as soon as the task is completed.,"adjust the client's bed to the low position, remove the gloves, and place the call light within the client's reach.",,,,D,"Low bed prevents falls; remove gloves after to avoid contamination, then place light accessibly.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,"When removing a client's anti-embolism stockings, the nurse aide should report to the nurse IMMEDIATELY if the nurse aide observes:",cold.,blue.,wrinkled.,curled.,,,,B,"Bluish discoloration indicates poor circulation, a complication requiring immediate attention.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,The nurse aide is working with a client who is on a bowel retraining program. Which of the following interventions will assist the client movements?,Restricting the client's fluid intake,Encouraging the client to follow a high-fiber diet,Staying with the client during elimination,Advising the client to reduce activity level,,,,B,"High-fiber diet promotes regular bowel movements, aiding retraining.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,Which of the following is appropriate when communicating with a hearing-impaired client?,Stand beside the client with hand on shoulder,Raise voice to a higher pitch,Exaggerate lip movements,Face the client when speaking,,,,D,Facing allows lip-reading and clear visual cues. Others hinder communication.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,A client asks the nurse aide how the pressure injury on the heel will be treated. The nurse aide SHOULD tell the client:,not to worry about the pressure injury.,the nurse will discuss with the client the treatment plan.,there is no special care for the pressure injury.,a dressing will be placed on the client's foot.,,,,B,Aides do not provide medical advice; defer to nurse for plan discussion.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,"When plugging in a client's electric bed, the nurse aide receives a shock. The nurse aide SHOULD:",continue to clean the bed.,check the plug and try again.,leave a note for maintenance.,report the incident to the nurse.,,,,D,Electrical incidents must be reported for safety investigation and repair.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"When giving care for a client who is confused and disoriented, the nurse aide SHOULD:",explain care and talk with the client.,encourage the confused behavior of the client.,complete care as quickly as possible.,give detailed instructions.,,,,A,Calm explanation orients and reassures confused clients.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,What is the proper direction for washing a client's eyes?,Outer side to inner side,Inner side to outer side,Eyebrow to cheekbone,Cheekbone to eyebrow,,,,B,Inner to outer prevents flushing debris into tear duct.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,Which of the following is a sign that a client is having difficulty swallowing?,Increased appetite,Occasional coughing,Frequent coughing,Requests for textured foods,,,,C,Frequent coughing indicates aspiration risk from dysphagia.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,A client offers a favorite nurse aide a valuable necklace. The nurse aide SHOULD:,accept the gift and thank the client.,refuse the gift and thank the client.,tell the nurse before accepting the gift.,accept the gift and thank the family.,,,,B,Gifts can imply favoritism; polite refusal maintains professionalism.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,Which of the following requires a primary health care provider's order?,Wheelchair cushion,Afternoon snack,Restraints,Hand roll,,,,C,Restraints require order to ensure ethical use.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,How can a nurse aide get an answer from a client who is unable to speak because of a recent stroke?,Insist that the client try to talk and communicate,Ask the client to write or use gestures,Tell the client to use sign language,Wait for the family to visit,,,,B,Alternative communication methods respect abilities.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,Which of the following BEST describes guidelines for reporting by the nurse aide?,Report changes in a client that a coworker is caring for,Report all normal findings immediately,Report before leaving the unit for breaks and at the end of the shift,Report after leaving the unit and after the end of the shift,,,,C,Timely reporting ensures continuity during breaks/shifts.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,The nurse aide SHOULD respect clients of different cultures by:,encouraging spirituality.,being nonjudgmental.,questioning the client's family.,reacting to the client's language.,,,,B,Nonjudgment promotes cultural sensitivity.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"After moving a client with an indwelling urethral catheter, the nurse aide should first check that the catheter tubing is NOT:",dirty.,wet.,kinked.,showing.,,,,C,"Kinks obstruct flow, risking bladder damage.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,A client's care plan encourages fluids. The nurse aide SHOULD:,limit the variety of fluids.,remove the water pitcher.,offer fluids between meals.,provide room temperature fluids.,,,,C,Between-meal offers increase intake without interfering with appetite.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,The nurse aide is caring for a group of clients with dementia. The nurse aide understands that these clients are at high risk for accidents because:,they are well aware of dangerous situations.,their cognitive abilities still allow them to sense danger.,their judgment is completely intact.,"they may access closets, cupboards, or other unsafe areas.",,,,D,Wandering into unsafe areas is common in dementia.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,What are common signs and symptoms in a client with lice?,Pain and blisters,Rash and itching,Sores and headache,Cyanosis and dizziness,,,,B,Itching from bites and rash from irritation are typical.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,How SHOULD a nurse aide protect a client who wanders?,Place the client in bed,Apply a restraint to the client,Confine the client to an activity room,Allow the client to walk within a secure area,,,,D,Secure wandering allows safe movement without restriction.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,The nurse aide SHOULD make clients' beds without wrinkles in the sheets to prevent:,pressure ulcers.,contractures.,fractures.,cyanosis.,,,,A,Wrinkles cause shear/friction leading to ulcers.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,Which elimination option should be offered to a client who can walk only a short distance?,Disposable briefs,Urinal,Bedpan,Bedside commode,,,,D,Commode promotes dignity for mobile clients.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,A client asks the nurse aide about the use of assistive devices. What SHOULD the nurse aide tell the client?,Assistive devices are difficult to use,All clients use at least 1 assistive device,Assistive devices are used only once daily,Assistive devices will help maintain the client's independence,,,,D,Devices support independence and safety.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"When ambulating a client with a walker, it is important to make sure the client understands the instructions given by the therapist. show understanding of how to use the walker?",Performing a return demonstration to show knowledge,Repeating the same questions many times,Asking the client to watch the video again,Watching the client doing the action in the old way,,,,A,Return demo confirms comprehension.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,A client with diabetes has long toenails that are chipped and broken. The nurse aide SHOULD:,get the client a pair of scissors and tell the client to trim the client's own nails.,soak the client's feet in warm water and cut the client's nails straight across.,report the need for nail care to a supervisor.,ask the client's family to take care of the client's nails.,,,,C,Diabetic foot care requires professional training to avoid injury.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,Which of the following items is disposable?,Paper gown,Electric razor,Commode,Bed sheet,,,,A,Paper gowns are single-use to prevent infection.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,How SHOULD a nurse aide respond if a client does not hear or does not understand something the nurse aide says?,Speak more quickly,Whisper the words,Face the client and speak clearly,Face the client and speak loudly,,,,C,"Clear, visual communication aids understanding.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"When emptying an ostomy device, the nurse aide SHOULD:",tape the ostomy device securely to the skin.,observe the output.,change the pouch each time.,ensure the client is wearing tight clothing.,,,,B,Output observation monitors health status.,Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,"When providing post mortem care to a client, the nurse aide SHOULD:",maintain dignity and respect.,place the client in the prone position.,apply deodorant to the body.,open the client's mouth.,,,,A,Dignity preserved through respectful handling.,Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"A client with terminal cancer tells the nurse aide, 'I am going to die soon.' The nurse aide SHOULD:",tell the client not to think about it.,encourage the client to discuss personal feelings.,discourage the client from talking about death.,tell the client to talk to the family.,,,,B,Supportive listening validates emotions in end-of-life.,Regular,,,
Certified Nursing Assistant,CNA State Exam​,,"When transferring a client from the bed to a chair, it is necessary for the nurse aide to:",know the abilities of the client,decide how long to keep the client up,have extra help available,clear the room of all visitors,,,,A,Assessing abilities ensures safe transfer.,Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,A resident who has flu like symptoms would be at risk for:,insomnia,dehydration,convulsions,delusions,,,,B,"Residents with flu-like symptoms, such as fever, vomiting, or diarrhea, are at significant risk for dehydration. Fever increases fluid loss through perspiration, and vomiting/diarrhea cause direct fluid and electrolyte loss. Dehydration can lead to more severe complications, especially in vulnerable populations like the elderly. While severe illness might rarely lead to convulsions or delusions, and insomnia could be a symptom, dehydration is a very common and direct risk associated with flu-like symptoms that CNAs must monitor for.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,Risk factors for resident accidents include:,older persons are very flexible,older persons still recognize dangerous situations,changes in vision and hearing,safe use of mobility equipment,,,,C,"As people age, common physiological changes like decreased visual acuity and hearing loss significantly increase their risk of accidents, particularly falls. Impaired vision makes it harder to see obstacles or changes in terrain, and reduced hearing can prevent them from hearing warnings or approaching hazards. Option A is generally not true as flexibility tends to decrease with age. Option B is also generally not true, as cognitive changes can impair recognition of dangerous situations. Safe use of mobility equipment (D) would *reduce* risk, not be a risk factor.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,"When communicating with a resident that has suffered a stroke and has difficulty speaking, and you want to ask them what they want to wear for the day, you should:",encourage the resident to answer with yes or no answers for clothing choices,call the family and ask them what they would like the resident to wear,select the residents clothing for the day according to the weather,speak loudly to the resident until they answer the question,,,,A,"For residents with communication difficulties, such as those who have suffered a stroke, providing simple choices that can be answered with a ""yes"" or ""no"" is an effective way to promote their autonomy and engagement in care. This minimizes frustration and the cognitive effort required to communicate. Calling the family (B) or choosing for them (C) should only be done if the resident is completely unable to communicate or make decisions. Speaking loudly (D) is often unhelpful for aphasia and can be perceived as aggressive.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,"During ambulation of an unsteady resident, the nursing assistant should stand:",directly behind the resident,behind and to one side of resident,in front of the resident,directly to the side of the resident,,,,B,"When assisting an unsteady resident with ambulation, the nursing assistant should stand slightly behind and to one side of the resident. This positioning, often on the resident's weaker side if applicable, allows the CNA to provide immediate physical support if the resident loses balance, without interfering with their natural gait or being directly in their path. Standing directly behind (A) or in front (C) can hinder movement or prevent effective intervention if a fall occurs. Standing directly to the side (D) offers less comprehensive support for forward or backward instability.",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,"After shaving a male resident with a disposable razor, you should:",throw the razor in the resident's trash can,discard the razor in a sharps container,disinfect the razor for use on another resident,discard the razor in a biohazard bag,,,,B,"Disposable razors are considered sharps because they can cause cuts or punctures. After use, they must be immediately and safely disposed of in a designated puncture-resistant sharps container to prevent needlestick or cut injuries to healthcare personnel and others. Throwing it in regular trash (A) is unsafe. Disinfecting for reuse (C) is inappropriate for single-use disposable items and highly unsanitary. Discarding in a biohazard bag (D) is incorrect as biohazard bags are for contaminated non-sharps waste, not items that can puncture the bag and injure staff.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,"Links in the chain-of-infection include causative agent, reservoir, portal of exit, mode of transmission, portal of entry, and:",rejective host,mode of infection,susceptible host,portal of holding,,,,C,"The chain of infection describes the sequential process that allows an infectious disease to spread. The six links in the chain are: 1. Causative agent (the pathogen), 2. Reservoir (where the pathogen lives), 3. Portal of exit (how it leaves the reservoir), 4. Mode of transmission (how it travels), 5. Portal of entry (how it enters a new host), and 6. Susceptible host (an individual who can get sick). A susceptible host is the final link necessary for an infection to occur. The other options are not standard links in this chain.",Regular,,,
Certified Nursing Assistant,CNA Final Exam 100 Questions and Answers​,,Ways to enhance communication with hearing impaired residents include:,"speaking clearly, slowly and facing the resident to ensure they are able to see your face","using communication boards to communicate, shout the directi",speaking in high pitch tones and standing behind the residents,"speaking in short sentences and high pitch tone, while standing",,,,A,"To effectively communicate with a resident who has hearing impairment, it is crucial to speak clearly and slowly, articulating words well. Facing the resident directly allows them to see your lips (lip-reading) and facial expressions, which aids in comprehension. Shouting (B) can distort sound and does not help. High-pitched tones (C, D) are often more difficult for hearing-impaired individuals to perceive. Standing behind them (C, D) prevents lip-reading and direct eye contact, which are essential for effective communication.",Regular,,,
Certified Nursing Assistant,CNA State Exam​,,Elastic stockings are used to:,decrease blood pressure,heal open areas,decrease edema,prevent pressure sores,,,,C,"Elastic stockings (also known as compression stockings or TED hose) apply gradient pressure to the legs, which helps to promote venous return (blood flow back to the heart) and prevent the pooling of blood in the lower extremities. This action effectively reduces and prevents edema (swelling) in the legs and feet, particularly for individuals with circulatory issues or those who are immobile. They do not directly decrease blood pressure, heal open areas (though they can improve circulation to aid healing), or primarily prevent pressure sores (though they can be part of overall skin integrity care).",Regular,,,
Certified Nursing Assistant,CNA Practice Exam​,,The best way to prevent infection is:,wearing personal protective equipment,reporting residents with fevers,bathing residents once a week,performing good hand washing,,,,D,"Good hand washing (hand hygiene) is universally recognized as the single most effective and fundamental way to prevent the spread of infection in healthcare settings. It removes transient microorganisms acquired from the environment or patients, thereby breaking the chain of infection. While wearing PPE (A) and reporting fevers (B) are important infection control measures, and bathing (C) contributes to hygiene, hand washing has the broadest and most significant impact on infection prevention.",Regular,,,
Certified Nursing Assistant,CNA Exam Practice Test,,"When communicating with a resident who has Alzheimer's disease, your approach should be to:",reorient the resident each day,"use short, simple directions",speak loudly and firmly,ask frequent questions,,,,B,"When communicating with residents who have Alzheimer's disease or other forms of dementia, using short, simple directions and questions is highly effective. This reduces confusion and the cognitive load on the resident, making it easier for them to understand and respond. While reorientation (A) might be used in early stages or for specific purposes, consistently reorienting a person with advanced dementia can cause agitation. Speaking loudly and firmly (C) can be perceived as aggressive and may not improve comprehension. Asking frequent questions (D) can overwhelm and frustrate the resident.",Regular,,,
